Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave_tuned,2.9615384615384617,0.01888228422468172,2.961608949462474,2.961608949462474,82.0,48.0,168,0.52,0.52
Class1,P2,concave_tuned,20.810344827586206,0.08640485055123406,20.810552324417223,20.276064581672664,3.0,27.0,247,0.12,0.116
Class1,P3,concave_tuned,4.600467289719626,0.012383536756730734,4.600494890638816,3.224320913926858,165.0,69.0,85,0.936,0.856
Class2,P1,concave_tuned,5.2823529411764705,0.03243182308742637,5.28252415768044,5.082528511781531,32.0,55.0,218,0.348,0.34
Class2,P2,concave_tuned,9.856382978723405,0.023838964701772897,9.856430496271152,6.893657145621325,104.0,133.0,146,0.948,0.752
Class2,P3,concave_tuned,7.084745762711864,0.01769255250709708,7.084793673835367,6.7458049228464345,37.0,23.0,213,0.24,0.236
Class3,P1,concave_tuned,7.0,0.03941011590869464,7.000115378119819,7.000115378119819,0.0,4.0,250,0.016,0.016
Class3,P2,concave_tuned,2.704081632653061,0.008184708778639997,2.7040991670780468,2.7040991670780468,164.0,32.0,86,0.784,0.784
Class3,P3,concave_tuned,9.5,0.012525049345732422,9.500015947817012,9.500015947817012,27.0,15.0,223,0.168,0.168
Class4,P1,concave_tuned,,,,,0.0,0.0,50,0.0,0.0
Class4,P2,concave_tuned,1.5,0.004940799370140275,1.5000139504070311,1.5000139504070311,4.0,0.0,46,0.08,0.08
Class4,P3,concave_tuned,,,,,0.0,0.0,50,0.0,0.0
