Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,modified_scholkmann0-5,1.652542372881356,0.005433227638871359,1.6525555235500122,1.6525555235500122,0.9703389830508474,0.029661016949152543,0.23666666666666666,0.7866666666666666,0.7866666666666666
Class1,P2,modified_scholkmann0-5,30.807142857142857,0.09204435436296862,30.80734381752798,29.819229919281252,0.11428571428571428,0.9476190476190476,0.92,0.7433333333333333,0.7
Class1,P3,modified_scholkmann0-5,4.7209737827715355,0.015807167424992566,4.721017299034163,2.520603038651409,0.8239700374531835,0.2808988764044944,0.26666666666666666,0.9833333333333333,0.89
Class2,P1,modified_scholkmann0-5,12.788235294117648,0.024380169448317498,12.788274654010978,12.788274654010978,0.38823529411764707,0.611764705882353,0.89,0.2833333333333333,0.2833333333333333
Class2,P2,modified_scholkmann0-5,7.9981060606060606,0.017128687525214115,7.998132922639689,7.7386631340263055,0.7159090909090909,0.30303030303030304,0.37,0.8966666666666666,0.88
Class2,P3,modified_scholkmann0-5,12.898876404494382,0.0867042395117559,12.899239656279779,11.371113211777795,0.6123595505617978,0.47752808988764045,0.6366666666666667,0.6466666666666666,0.5933333333333334
Class3,P1,modified_scholkmann0-5,,,,,,,1.0,0.0,0.0
Class3,P2,modified_scholkmann0-5,7.841897233201581,0.016263009409533118,7.841928619160956,7.841928619160956,0.6403162055335968,0.35968379446640314,0.46,0.8433333333333334,0.8433333333333334
Class3,P3,modified_scholkmann0-5,13.503424657534246,0.07026349897617197,13.503648872557697,13.503648872557697,0.4178082191780822,0.5821917808219178,0.5933333333333334,0.9733333333333334,0.9733333333333334
Class4,P1,modified_scholkmann0-5,,,,,,,1.0,0.0,0.0
Class4,P2,modified_scholkmann0-5,1.5568181818181819,0.0013813962558788,1.5568190109326527,1.5568190109326527,0.875,0.125,0.23,0.88,0.88
Class4,P3,modified_scholkmann0-5,,,,,,,1.0,0.0,0.0
