Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,modified_scholkmann0-5,0.3931297709923664,0.00047397653601767743,0.3931302026634755,0.3931302026634755,0.8733333333333333,300.0,262.0
Class1,P2,modified_scholkmann0-5,28.395631067961165,0.08577634689370038,28.395823336677452,25.990451546288707,0.7966666666666666,300.0,206.0
Class1,P3,modified_scholkmann0-5,4.996240601503759,0.0187305124476955,4.996291555851362,2.0789503283941273,1.02,300.0,266.0
Class2,P1,modified_scholkmann0-5,13.682795698924732,0.022836727153787376,13.682825190019264,13.440889311710265,0.31666666666666665,300.0,93.0
Class2,P2,modified_scholkmann0-5,6.578571428571428,0.012299699016817867,6.578587907303086,6.375016174151125,0.9466666666666667,300.0,280.0
Class2,P3,modified_scholkmann0-5,14.227011494252874,0.10156907038910709,14.2274429912306,12.379700805334707,0.6433333333333333,300.0,174.0
Class3,P1,modified_scholkmann0-5,,,,,0.0,300.0,0.0
Class3,P2,modified_scholkmann0-5,7.737642585551331,0.01617180923507878,7.737674105485737,7.737674105485737,0.8766666666666667,300.0,263.0
Class3,P3,modified_scholkmann0-5,13.123287671232877,0.07052748714976909,13.123513289923487,13.123513289923487,0.9733333333333334,300.0,292.0
Class4,P1,modified_scholkmann0-5,,,,,0.0,100.0,0.0
Class4,P2,modified_scholkmann0-5,1.4777777777777779,0.0013700505403134709,1.477778571281625,1.477778571281625,0.9,100.0,90.0
Class4,P3,modified_scholkmann0-5,,,,,0.0,100.0,0.0
